formula,composition_str,gap pbe
Ti12Cu9(BiO18)2,Ti12 Cu9 Bi2 O36,0.2942
Nd2Fe20Si2C,Nd2 Fe20 Si2 C1,0.0
Ag2Hg(SeO3)2,Ag16 Hg8 Se16 O48,1.8132
W3O8,W12 O32,0.4599000000000002
ErTmCd2,Er1 Tm1 Cd2,0.0
Fe4As5O13,Fe8 As10 O26,1.4954
Li3Mn4F15,Li12 Mn16 F60,0.0
K4NpS2ClO10,K8 Np2 S4 Cl2 O20,0.1378999999999997
Ba7Ir6O19,O19 Ba7 Ir6,0.0
Li2TiFeO4,Li2 Ti1 Fe1 O4,0.8112999999999997
SiNi2,Si4 Ni8,0.0
CsAsO3,Cs4 As4 O12,2.6306
Pr2Ni12P5,Pr4 Ni24 P10,0.0
Ba5(RuO5)2,O20 Ru4 Ba10,0.22809999999999997
Sr2Co(BrO)2,O2 Co1 Br2 Sr2,0.6307
Li3V3P8O29,Li6 V6 P16 O58,1.1991
SrCdGa,Sr2 Cd2 Ga2,0.0
PrCo3Ni2,Pr1 Co3 Ni2,0.0
VO2,O32 V16,0.17720000000000002
B11Rh18,B11 Rh18,0.0
Li3Cr4P5O24,Li6 Cr8 P10 O48,0.9985999999999999
CsPr2Ag3Te5,Cs2 Pr4 Ag6 Te10,1.1126999999999998
Ba(Cu5P2)2,Ba2 Cu20 P8,0.0
U(WC)4,U2 W8 C8,0.0
CdI2,Cd10 I20,2.4410000000000003
Ba14Na14LiN6,Ba14 Na14 Li1 N6,0.0
LiCuPO4,Li4 Cu4 P4 O16,0.3805999999999998
Dy2Ga3Co,Dy2 Ga3 Co1,0.0
Ho6GaCo2,Co4 Ga2 Ho12,0.0
La2ZrSe5,La8 Zr4 Se20,0.8294999999999995
Al(SiO3)2,Al1 Si2 O6,0.0
LiTi4VO8,Li1 Ti4 V1 O8,0.0
U2(Mo3Se4)5,U4 Mo30 Se40,0.0
Li3Fe(CoO2)4,Li3 Fe1 Co4 O8,0.0
CaCr2P2O9,Ca4 Cr8 P8 O36,1.9363000000000006
Na2P3HO9,Na4 P6 H2 O18,5.2224
Na3SrLaZnSi6O17,O68 Na12 Si24 Zn4 Sr4 La4,4.5776
Na2FeO3,Na8 Fe4 O12,0.09160000000000001
BaZnRu5O11,Ba8 Zn8 Ru40 O88,0.0
Co2(SO4)3,Co4 S6 O24,0.4141
Ca4ZrN4,Ca8 Zr2 N8,1.2351999999999999
H9PtC3Br,H72 Pt8 C24 Br8,3.6209
LiMn2(PO5)2,Li2 Mn4 P4 O20,0.005599999999999827
SrCu(Si2O5)2,O40 Si16 Cu4 Sr4,0.8594999999999997
Pm2AlCd,Pm2 Al1 Cd1,0.0
Tb11In9Pd4,Tb11 In9 Pd4,0.0
Sc5(Si5Rh2)2,Sc10 Si20 Rh8,0.0
Rb2LiTiF6,Rb2 Li1 Ti1 F6,0.0
Sb6S2O15,O30 S4 Sb12,3.2471999999999994
TmGePd,Tm2 Ge2 Pd2,0.0
K6U4O15,K18 U12 O45,1.3949000000000003
In(IO3)3,O18 In2 I6,3.0681
Se3(NO6)2,Se6 N4 O24,1.6496
Zn(GaS2)2,S4 Zn1 Ga2,2.2696000000000005
Li5Mn2CoO8,Li5 Mn2 Co1 O8,0.0
NdMgSi2,Nd4 Mg4 Si8,0.0
TaV(Cu3S4)2,Ta1 V1 Cu6 S8,1.1926999999999999
TmCdRh2,Tm1 Cd1 Rh2,0.0
K2Si3PbO10,K8 Si12 Pb4 O40,0.8566
Sr(H8O5)2,Sr2 H32 O20,3.3396
ErAlCo,Er4 Al4 Co4,0.0
Hg3AsBrO4,Hg12 As4 Br4 O16,1.9091
Tm2Sn2O7,O14 Sn4 Tm4,2.6486
KEu2Cl5,K4 Eu8 Cl20,1.1305999999999998
ZrGa2Co,Zr10 Ga20 Co10,0.0
Li3Yb(NO3)6,Li12 Yb4 N24 O72,0.05010000000000003
PmNdRu2,Pm1 Nd1 Ru2,0.0
Yb2Sn5Pt3,Yb8 Sn20 Pt12,0.0
K3Bi2I9,K12 Bi8 I36,2.4699
TiCu3O4,Ti1 Cu3 O4,0.0
CrPO4,Cr4 P4 O16,2.1378000000000004
Nb2O5,Nb20 O50,2.1388000000000003
Na2PHO4,Na8 P4 H4 O16,4.7475000000000005
Mn3(O2F)2,Mn6 O8 F4,0.06800000000000006
KInI4,K6 In6 I24,2.5931
SmMnGe2,Sm2 Mn2 Ge4,0.0
Sr2Mg,Sr8 Mg4,0.0
MgTi5,Mg2 Ti10,0.0
Yb2Si,Yb8 Si4,0.042400000000000215
MnNb8(FeO8)3,Mn1 Nb8 Fe3 O24,2.3024999999999998
AlH11C4NCl,Al8 H88 C32 N8 Cl8,5.3476
TePb3(ClO2)2,Te1 Pb3 Cl2 O4,2.0923
Cs2CdBi2S5,Cs8 Cd4 Bi8 S20,1.9339
NbSeOF7,O4 F28 Se4 Nb4,4.5146999999999995
Fe5P6WO24,Fe5 P6 W1 O24,2.3386
Y7Co6Sn23,Y7 Co6 Sn23,0.0
Li6CrCoP2(CO7)2,Li6 Cr1 Co1 P2 C2 O14,1.29
ZrTa(SiRu)2,Zr3 Ta3 Si6 Ru6,0.0
MgTi2Nb2(PbO3)5,Mg1 Ti2 Nb2 Pb5 O15,2.0179
RbSmH8(SO6)2,Rb4 Sm4 H32 S8 O48,5.1941
PdSeO3,Se2 O6 Pd2,1.0589
NaP3H24(N2O7)2,Na2 P6 H48 N8 O28,4.8442
Pr(As3Ru)4,Pr1 As12 Ru4,0.0
Ca2YFeO5,Ca4 Y2 Fe2 O10,0.9384000000000001
Tc3Ge,Tc3 Ge1,0.0
Co2H36N13Cl5O3,Co4 H72 N26 Cl10 O6,2.4139
CeNi2B3,Ce4 Ni8 B12,0.0
Li2Bi2P2O9,Li4 Bi4 P4 O18,3.5427
Mg2Ag,Mg4 Ag2,0.0
RbHgSbSe3,Se12 Rb4 Sb4 Hg4,1.0702
BeP2(HO)4,Be4 P8 H16 O16,5.9704
NbBr5,Nb2 Br10,1.5990000000000002
Ni3Pt,Ni3 Pt1,0.0
Na7Cr3Co(PO4)6,Na14 Cr6 Co2 P12 O48,1.7877999999999998
RbHfAgTe3,Rb2 Ag2 Te6 Hf2,0.3206000000000002
CeI4O13,Ce4 I16 O52,0.7725
Hg8Br3O4,Hg32 Br12 O16,0.2024
YCu(WO4)2,O8 Cu1 Y1 W2,1.4969999999999994
Ce(Co2B)6,Ce1 Co12 B6,0.0
NaLa6OsI12,Na1 La6 Os1 I12,0.4035000000000002
Ho2C,C1 Ho2,0.0
NbFe2,Nb8 Fe16,0.0
CaFe3P3O13,Ca2 Fe6 P6 O26,2.0749000000000004
Pr2Si2O7,O28 Si8 Pr8,5.1705
CdSO3,Cd8 S8 O24,3.4225999999999996
P4N6O,N12 O2 P8,4.3472
Ba4Ti11O26,Ba8 Ti22 O52,2.2142000000000004
U2SnRu2,Ru4 Sn2 U4,0.0
ReH12C4NO4,Re4 H48 C16 N4 O16,4.4925999999999995
Li3Ni(PO4)2,Li6 Ni2 P4 O16,0.18869999999999987
RbAg3Se2,Se4 Rb2 Ag6,0.06259999999999999
Ca5As3ClO12,Ca10 As6 Cl2 O24,3.4943999999999997
LiSb2P5O16,Li2 Sb4 P10 O32,3.2950999999999997
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.0118999999999998
Tb5Ir3,Tb10 Ir6,0.0
VHgO3,Hg2 V2 O6,2.3004
Sr(H2N)2,Sr4 H16 N8,2.342
Li2Ti3NiO8,Li4 Ti6 Ni2 O16,2.1304000000000003
Cu2B3Ir4,Cu2 B3 Ir4,0.0
CaScCu3Se4,Ca1 Sc1 Cu3 Se4,1.2259000000000002
PmI3,Pm2 I6,2.0675
LiSiBiO4,Li6 Si6 Bi6 O24,3.3611999999999997
Ge(SF6)2,F24 S4 Ge2,4.9563
GaPd3,Ga2 Pd6,0.0
NaEu2Tl,Na1 Eu2 Tl1,0.0
MoWSe3S,Mo2 W2 Se6 S2,1.1533000000000002
MnVH4O2F5,Mn2 V2 F10 O4 H8,2.1658
CaAsWO5,Ca4 As4 W4 O20,2.4346
Li3Mn3P8O29,Li6 Mn6 P16 O58,0.0
TiCoGe,Ti3 Co3 Ge3,0.0
CsCrH24(SeO10)2,Cs4 Cr4 H96 Se8 O80,3.9852999999999996
La3Ni13B2,La3 Ni13 B2,0.0
Yb4Zr3O12,Yb8 Zr6 O24,0.0
Li6V3P8O29,Li12 V6 P16 O58,1.2262
Co21(GeB3)2,Co21 Ge2 B6,0.0
P,P2,0.0
NaTl3,Na1 Tl3,0.0
Be3P2(H2O5)2,H8 Be6 O20 P4,5.8481
CrPb2O5,O10 Cr2 Pb4,1.8217999999999996
Li3Ag2Ge3,Li6 Ge6 Ag4,0.0
Zn(InSe2)2,Zn1 Se4 In2,0.9929000000000001
Ni3Sn,Ni3 Sn1,0.0
Ba2HfS4,S4 Ba2 Hf1,0.8648000000000002
SrPrInO4,Sr4 Pr4 In4 O16,2.6706999999999996
Pr3AgGeS7,Pr6 Ag2 Ge2 S14,1.8793000000000002
Li17(AgSn2)3,Li17 Ag3 Sn6,0.0
ScAlCu2,Al1 Sc1 Cu2,0.0
Li2AlNiO4,Li8 Al4 Ni4 O16,1.8098999999999998
AsBrOF8,As4 Br4 O4 F32,3.1729
Ba4YCu(WO6)2,Ba4 Y1 Cu1 W2 O12,0.3105000000000002
Sm2MgIr,Sm2 Mg1 Ir1,0.0
GdBO3,B6 O18 Gd6,2.0483
LiFePO4,Li8 Fe8 P8 O32,3.1186999999999996
SrLaCl5,Sr2 La2 Cl10,3.7546
W10O29,W20 O58,0.0
Li2FeF4,Li16 Fe8 F32,3.7132
Nb3Fe3N,Nb12 Fe12 N4,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.8477999999999999
MgBi2,Mg4 Bi8,0.0
AgPbO2,Ag2 Pb2 O4,0.0230999999999999
TlIn4S5Cl,Tl2 In8 S10 Cl2,1.6112000000000002
Eu2SeO2,Eu2 Se1 O2,0.0
Cr3Fe3SiAs2,Cr3 Fe3 Si1 As2,0.0
Er4CrSe7,Er4 Cr1 Se7,0.0
Sc2AlAg,Sc2 Al1 Ag1,0.0
HoCrO4,O8 Cr2 Ho2,0.6760999999999999
Mg14ZrSb,Mg14 Zr1 Sb1,0.0
BaCd2,Cd4 Ba2,0.0
Ba7Al64O103,Ba7 Al64 O103,4.2537
La3MnW(SO2)3,La6 Mn2 W2 S6 O12,0.0
Na3SbSe4,Na3 Se4 Sb1,0.9766000000000001
Li4Mn3Fe(BO3)4,Li4 Mn3 Fe1 B4 O12,2.9659999999999997
BiRu2O7,Bi2 Ru4 O14,0.0
AlAg4,Al1 Ag4,0.0
Ca2TlIn,Ca2 Tl1 In1,0.0
Cu13I15,Cu13 I15,0.0
Bi3O4F,Bi6 O8 F2,2.2102
SrHoMn2O6,Sr2 Ho2 Mn4 O12,0.0
Er2CdGe2,Er4 Cd2 Ge4,0.0
Zr(FeSi)2,Zr1 Fe2 Si2,0.0
Y3AlCoS7,Y6 Al2 Co2 S14,0.0
La5SmS8,La5 Sm1 S8,0.0
Ba2SnS3F2,F8 S12 Sn4 Ba8,2.3078000000000003
CuPO3,Cu6 P6 O18,1.8792000000000002
CaTiCu(PO4)3,Ca2 Ti2 Cu2 P6 O24,0.0
Rb3FeO3,Rb12 Fe4 O12,1.9876
Ba2TeP2O9,Ba4 Te2 P4 O18,3.4201
LiMg,Li3 Mg3,0.0
Na3LaTi2Nb2O12,Na3 La1 Ti2 Nb2 O12,1.8562999999999996
YP5O14,Y4 P20 O56,5.2522
GdSnF7,F28 Sn4 Gd4,4.4455
Na7Bi3P12(Pb5O24)2,Na7 Bi3 P12 Pb10 O48,3.4194999999999998
AgHgO2,Ag2 Hg2 O4,0.0
Sr2MnMoO6,Sr4 Mn2 Mo2 O12,1.2043
MgScCu3Se4,Mg1 Sc1 Cu3 Se4,1.1271
Sr2CrOsO6,Sr2 Cr1 Os1 O6,0.0
NaOsO3,Na4 Os4 O12,0.0
Sc2RuPt,Sc2 Ru1 Pt1,0.0
Ho2Ge5Ru3,Ho4 Ge10 Ru6,0.22670000000000012
CeInAg2,Ce1 In1 Ag2,0.0
LuAgPb,Ag3 Lu3 Pb3,0.0
CsF,F1 Cs1,5.9329
MgNiF6,Mg1 Ni1 F6,2.0238
KNa2Si12(BO10)3,B6 O60 Na4 Si24 K2,5.1362000000000005
Ca2Mg,Ca8 Mg4,0.0
Be5Au,Be5 Au1,0.0
Ti2AlW,Ti2 Al1 W1,0.0
Ce7ZrO16,Ce7 Zr1 O16,1.8152
BaLa(BiS3)2,Ba4 La4 Bi8 S24,0.6691000000000003
Li7Mn4CoO12,Li7 Mn4 Co1 O12,0.0
Eu2Sn5Au2,Sn10 Eu4 Au4,0.008299999999999308
SmSi3Rh,Sm1 Si3 Rh1,0.0
Mn5Cr4O12,Mn10 Cr8 O24,0.14359999999999973
SrBrF,F2 Br2 Sr2,5.0003
K2Nb3Cl7O5,K4 Nb6 Cl14 O10,2.2949
Rb2Ag4S3,Rb4 Ag8 S6,0.19789999999999974
La2PbSe4,La4 Pb2 Se8,1.8284000000000002
ZnTe(H2N)4,Zn4 Te4 H32 N16,2.6973
NaBi3,Na2 Bi6,0.0
YPaTc2,Y1 Pa1 Tc2,0.0
Yb(BiS2)2,Yb4 Bi8 S16,1.3007999999999997
Nd(NiAs)2,Ni4 As4 Nd2,0.0
LaTl,La1 Tl1,0.0
Sr5Ca3Fe7CoO24,Sr5 Ca3 Fe7 Co1 O24,0.0
Sm12(MnC3)5,Sm12 Mn5 C15,0.0
PRh2,P1 Rh2,0.0
Bi6P2O15,Bi12 P4 O30,0.0
SrSnAu,Sr12 Sn12 Au12,0.0
AcH2,H2 Ac1,0.0
TiSiIr,Ti4 Si4 Ir4,0.0
HfFeSi2,Si12 Fe6 Hf6,0.0
Cd2GaAgSe4,Cd2 Ga1 Ag1 Se4,0.03170000000000006
BaYF5,Ba8 Y8 F40,6.6547
Li2Ni3OF6,Li4 Ni6 O2 F12,3.6301
Li2MnV(PO4)3,Li4 Mn2 V2 P6 O24,0.9225999999999999
H4CS(NO)2,H16 C4 S4 N8 O8,2.9683
MnP4,Mn4 P16,0.5187999999999988
CsEu(WO4)2,Cs2 Eu2 W4 O16,0.0
Nb2Cu3O8,Nb2 Cu3 O8,0.0
Sm3Zn11,Sm3 Zn11,0.0
Na4Gd2(IrO4)3,Na4 Gd2 Ir3 O12,0.0
Sm(CuGe)2,Cu2 Ge2 Sm1,0.0
Na4BeAlSi4ClO12,Be1 O12 Na4 Al1 Si4 Cl1,4.6318
Na5CeO6,Na10 Ce2 O12,0.0015999999999999348
Na3Pd,Na3 Pd1,0.0
Te2MoWSe2,Te4 Mo2 W2 Se4,0.12399999999999967
Ba3U2As4O19,Ba6 U4 As8 O38,2.3405
Ca(Sm2Se3)4,Ca2 Sm16 Se24,0.0
Cs2GdAgCl6,Cs2 Gd1 Ag1 Cl6,2.0537
P2W2O11,P8 W8 O44,2.8901999999999997
As4(Pb3S5)3,As4 Pb9 S15,1.4600999999999997
Tm2RuRh,Tm2 Ru1 Rh1,0.0
NaCa4TaTi4(SiO5)5,Na2 Ca8 Ta2 Ti8 Si10 O50,2.8068000000000004
LiB(H8O5)2,Li1 B1 H16 O10,5.0884
Cu7PSe6,Cu28 P4 Se24,0.0530999999999997
Li7Mn5O12,Li7 Mn5 O12,0.847
SmPd2Pb,Sm1 Pd2 Pb1,0.0
Ca2MnFeO5,Ca8 Mn4 Fe4 O20,0.0
CaH2,Ca2 H4,0.706
Li6Mn3Ni(PO4)6,Li6 Mn3 Ni1 P6 O24,0.40749999999999975
SrU2Se5,Sr4 U8 Se20,0.0026999999999999247
CaMg6Zr,Ca1 Mg6 Zr1,0.0
W(S4Cl3)2,S16 Cl12 W2,0.6466000000000001
Gd2Re2Si2C,Gd2 Re2 Si2 C1,0.0
Li7Cr3(SiO6)2,Li7 Cr3 Si2 O12,3.3440000000000003
Sm2Pd2Pb,Sm4 Pd4 Pb2,0.0
Mg3(AsO4)2,Mg12 As8 O32,3.2227
CaLuHg2,Ca1 Lu1 Hg2,0.0
Sr2FeCu2O7,Sr4 Fe2 Cu4 O14,0.0
UCuO4,O8 Cu2 U2,0.0
KN2,K1 N2,0.0
Al(SiO3)2,Al4 Si8 O24,0.49350000000000005
Mg14GaCo,Mg14 Ga1 Co1,0.0
Tm2PdAu,Tm2 Pd1 Au1,0.0
CuH,H2 Cu2,0.5728
Tm5Mg,Tm5 Mg1,0.0
CsCrI3,Cs4 Cr4 I12,0.22120000000000006
Li4Nb3Ni3(SnO8)2,Li4 Nb3 Ni3 Sn2 O16,0.2839999999999998
LiNiPO4,Li8 Ni8 P8 O32,2.9905
USnPt2,U2 Sn2 Pt4,0.0
In(TeMo)3,In2 Te6 Mo6,0.0
Co6W20C7,Co6 W20 C7,0.0
CaLaMn2O6,Ca4 La4 Mn8 O24,0.0
Sm3Tm,Sm3 Tm1,0.0
Tm4CdIr,Tm16 Cd4 Ir4,0.0
Mg2AsO5,Mg8 As4 O20,0.6945
NbCoP,Nb4 Co4 P4,0.0
Ce3UO8,Ce3 U1 O8,0.0
YMg6Zr,Y1 Mg6 Zr1,0.0
La3CBr5,La12 C4 Br20,2.2338000000000005
Li3NbHO2F7,Li24 Nb8 H8 O16 F56,2.5571
Nd3Fe3Sb7,Nd6 Fe6 Sb14,0.0
Co2AsO5,Co8 As4 O20,0.0
Na3V5H18O23,Na6 V10 H36 O46,2.4614000000000003
Zn3Cd3(TeO6)2,Zn12 Cd12 Te8 O48,0.9058000000000002
LiYF4,Li2 F8 Y2,7.8341
Li9TiMn3(PO4)6,Li9 Ti1 Mn3 P6 O24,0.3246000000000002
Li2TeO4,Li8 O16 Te4,2.2670999999999997
Ho3Sn7,Ho3 Sn7,0.0
K2SiP2,Si2 P4 K4,1.2073999999999998
Ba2LaTa(CuO4)2,Ba2 La1 Ta1 Cu2 O8,0.0
Sr4GaSi3,Sr4 Ga1 Si3,0.0
Li2MnO2F,Li4 Mn2 O4 F2,0.0
Li2PrIn,Li2 Pr1 In1,0.0
KCl,K1 Cl1,4.8004999999999995
Na2ZrSi2O7,Na4 Zr2 Si4 O14,4.5653
ZnH16C3N8O7,Zn2 H32 C6 N16 O14,4.7905
Ho3Fe2Si3,Ho6 Fe4 Si6,0.0
V2P4PbO14,O14 P4 V2 Pb1,2.0420999999999996
H6C2SN4,H24 C8 S4 N16,3.1553
MnGePd2,Mn1 Pd2 Ge1,0.0
Tb3Pr,Tb3 Pr1,0.0
Sr5Nb5O16,Sr10 Nb10 O32,0.0
MgRh2Pb,Mg1 Rh2 Pb1,0.0
Li6Cu5F14,Li12 Cu10 F28,0.016400000000000026
Li2Mn3F8,Li2 Mn3 F8,3.1365000000000003
Rb2Tb3AlF16,Tb6 Rb4 Al2 F32,0.0
TaAl3,Al3 Ta1,0.0
IrRh3,Ir1 Rh3,0.0
Rb3Nb2AsSe11,Rb6 Nb4 As2 Se22,1.1729
Zn3CuP2O9,Zn6 Cu2 P4 O18,0.0
Tb2Ni2Sn,Tb4 Ni4 Sn2,0.0
Fe5(O4F)2,Fe10 O16 F4,0.0
Li32Mn13Cr3O48,Li32 Mn13 Cr3 O48,1.2042000000000002
Li4MnCo3O8,Li4 Mn1 Co3 O8,0.6722000000000001
Mg(BC)2,Mg2 B4 C4,1.3157000000000005
CaIrO3,Ca2 Ir2 O6,0.0
LiVF4,Li2 V2 F8,2.6597
FeOF,Fe8 O8 F8,1.382
Tc3Os,Tc6 Os2,0.0
Sr7Mn4O15,O30 Mn8 Sr14,1.3692000000000002
BaBiNO5,Ba2 Bi2 N2 O10,2.2151
Nd2Zn5Sn,Nd4 Zn10 Sn2,0.0
CoH8Se2(ClO4)2,Co2 H16 Se4 Cl4 O16,2.9635000000000002
PrGaNi,Pr4 Ga4 Ni4,0.0
Ca3Al4CoO10,Ca12 Al16 Co4 O40,2.5178999999999996
Ba2Ca2Tl2Fe3O10,Ba2 Ca2 Tl2 Fe3 O10,0.0
Ce6Ni20As13,Ce6 Ni20 As13,0.0
HoMg(MoO3)2,Ho2 Mg2 Mo4 O12,1.1227
Na3BO3,B4 O12 Na12,2.9455999999999998
EuWO5,Eu4 W4 O20,0.0
Pd(SeBr3)2,Se2 Br6 Pd1,1.3982
Tm3TaO7,Tm6 Ta2 O14,3.415
Cr4InAgS8,Cr4 In1 Ag1 S8,0.0
NbIr3,Nb2 Ir6,0.0
K2NiH12(C2O7)2,K4 Ni2 H24 C8 O28,3.3201
Tm3Ga8Ag3,Tm3 Ga8 Ag3,0.0
LuHfCo2,Lu1 Hf1 Co2,0.0
NiH8(NO5)2,Ni2 H16 N4 O20,2.8883
Na2NpH2(CO3)3,Na4 Np2 H4 C6 O18,0.1942999999999997
Li2Mn5O12,Li4 Mn10 O24,0.05459999999999998
GaPS4,P4 S16 Ga4,2.3217999999999996
NbFeSe5,Nb2 Fe2 Se10,0.0
Ba3PrIr2O9,Ba6 Pr2 Ir4 O18,0.0
Rb3Dy(PO4)2,Rb3 Dy1 P2 O8,4.652299999999999
Na2FeO3,Na8 Fe4 O12,0.0
CsGd(CO3)2,Gd4 Cs4 O24 C8,2.7428999999999997
Co3H,Co6 H2,0.0
Na2UF6,F6 Na2 U1,0.0
H12C4N2O9,H48 C16 N8 O36,3.2245
Li4Ni3Sn(PO4)4,Li4 Ni3 Sn1 P4 O16,1.9586999999999994
Re3PbSe6,Re12 Pb4 Se24,0.8812999999999995
Na2Si2O5,O20 Na8 Si8,4.4533
Cs(BI)6,Cs4 B24 I24,1.7666000000000002
MnCoSb,Mn8 Co8 Sb8,0.0
HfCu3,Hf1 Cu3,0.0
Li2CoNi3O8,Li8 Co4 Ni12 O32,0.08889999999999976
DyHoRu2,Dy1 Ho1 Ru2,0.0
In(HO)3,In4 H12 O12,2.3237
BaNd2(MoO4)4,Ba2 Nd4 Mo8 O32,3.4405
ZrAs2,As8 Zr4,0.0
FeAsO4,O16 Fe4 As4,2.3256
Al2PdCl8,Al4 Cl16 Pd2,1.5737
Li5Ti2Ni5O12,Li5 Ti2 Ni5 O12,0.0743999999999998
CePIr,P2 Ce2 Ir2,0.0
Yb4SmS5,Yb4 Sm1 S5,0.0
CdRe2H8C2(N2O5)2,Cd4 Re8 H32 C8 N16 O40,2.7675
CuHgO2,Cu1 Hg1 O2,0.0
AlMo(WO4)2,Al1 Mo1 W2 O8,2.3592
Cs2ZnH12(SeO7)2,Cs4 Zn2 H24 Se4 O28,3.767
Cs2Sb4S7,S28 Sb16 Cs8,1.6153000000000004
BAs,B1 As1,1.2036999999999995
Li3MnPCO7,Li12 Mn4 P4 C4 O28,4.0117
Li2VO2F,Li8 V4 O8 F4,1.6982
Zn3Au,Zn6 Au2,0.0
Zr2Cr3Si,Zr4 Cr6 Si2,0.0
Li5V4(PO4)6,Li10 V8 P12 O48,0.8586999999999998
Mg6GaNi,Mg6 Ga1 Ni1,0.0
HoCdNi4,Ho1 Cd1 Ni4,0.0
Yb(CuSi)2,Si2 Cu2 Yb1,0.0
Sr2MnCu2(SO)2,Sr2 Mn1 Cu2 S2 O2,0.0
Tb3Th,Tb6 Th2,0.0
Mn8HO16,Mn16 H2 O32,0.28280000000000016
AlAgO2,Al1 Ag1 O2,1.0782999999999996
As2Cl3OF5,As8 Cl12 O4 F20,3.3000000000000003
KAl2NiP3(H2O7)2,K2 Al4 Ni2 P6 H8 O28,4.5312
Ba(GaS2)2,Ba12 Ga24 S48,2.8998999999999997
Cs2Co(PO3)4,Cs8 Co4 P16 O48,3.1859
Cs2WO4,Cs8 W4 O16,4.5635
Sm11(In3Ge2)2,Sm22 In12 Ge8,0.0
KAgPSe3,K12 Ag12 P12 Se36,1.3432000000000002
Na5Li3Ti5O14,Na5 Li3 Ti5 O14,2.9587000000000003
ErThTc2,Er1 Th1 Tc2,0.0
MgGaAg2,Mg1 Ga1 Ag2,0.0
Cs2KPrCl6,Cs2 K1 Pr1 Cl6,5.0013000000000005
Ag3AuS2,Ag3 Au1 S2,1.5412
Ba5B3BrO9,Ba10 B6 Br2 O18,3.7561
HgAs2HF13,Hg4 As8 H4 F52,3.0451
MgSiO3,O24 Mg8 Si8,4.6064
SrMg14CoO16,Sr1 Mg14 Co1 O16,1.896
Hf9Re4Si,Hf18 Re8 Si2,0.0
Cu3P,P2 Cu6,0.0
Na5Ti3F14,Na10 Ti6 F28,0.22989999999999977
CdCu2GeTe4,Cd1 Cu2 Ge1 Te4,0.0
MnOF,Mn4 O4 F4,0.3766999999999998
BrF5,F10 Br2,3.4378
SrU(MoO4)4,Sr2 U2 Mo8 O32,2.1054000000000004
Li2FeBr4,Li4 Fe2 Br8,0.029099999999999904
KP,P8 K8,1.0307
LiCuO2,Li1 Cu1 O2,0.0
TeMoWSe2S,Te2 Mo2 W2 Se4 S2,0.0
TePd3,Te1 Pd3,0.0
TmB2Os,Tm4 B8 Os4,0.0
Ti2NiPd,Ti2 Ni1 Pd1,0.0
Ge3(TeO6)2,Ge12 Te8 O48,2.0875000000000004
Cr(PO3)3,O18 P6 Cr2,3.2081
LaGaSe2O,La4 Ga4 Se8 O4,1.5984999999999996
Mg14CdSn,Mg14 Cd1 Sn1,0.0
SrFe2S2O,Sr2 Fe4 S4 O2,1.9676999999999998
TaBeB,Ta1 Be1 B1,0.0
Fe8N,N1 Fe8,0.0
Ba2SnSe5,Se80 Sn16 Ba32,1.0762
KFe6H12S4O29,K1 Fe6 H12 S4 O29,0.0
LuAgS2,Lu2 Ag2 S4,0.8084999999999996
Fe5O3F7,Fe10 O6 F14,1.2049
BaSi2,Ba8 Si16,0.7812999999999999
KNO3,K4 N4 O12,3.1199000000000003
Tb3Y,Tb3 Y1,0.0
CsFeBP2HO9,Cs4 Fe4 B4 P8 H4 O36,2.7268
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.0
LiLuTl2,Li1 Lu1 Tl2,0.08340000000000014
Yb6Al43W4,Yb12 Al86 W8,0.0
MoH4O5,Mo2 H8 O10,2.5602
RbNa2V5H10O19,Rb2 Na4 V10 H20 O38,2.4736000000000002
ErSbMo2O9,Er4 Sb4 Mo8 O36,3.2345
ZrCd3,Zr1 Cd3,0.0
TmMoClO4,Tm2 Mo2 Cl2 O8,2.6771
MnPH15C3N(ClO)3,Mn2 P2 H30 C6 N2 Cl6 O6,4.1101
Mg(AlGe)2,Mg1 Al2 Ge2,0.0
LiMg30BO32,Li1 Mg30 B1 O32,4.2509
Nd7Pd3,Nd14 Pd6,0.0
Ba2NdTaO6,Ba2 Nd1 Ta1 O6,3.3124
CuAgF3,Cu4 Ag4 F12,0.0
Li2Mn3F8,Li2 Mn3 F8,3.3809
TmScHg2,Tm1 Sc1 Hg2,0.0
V3(Ni10B3)2,V3 Ni20 B6,0.0
Bi4IBr3,Bi8 I2 Br6,1.0550000000000002
LiFeP2O7,Li8 Fe8 P16 O56,1.2947000000000002
BaSb2,Ba2 Sb4,0.0
C,C8,4.5214
TcRu,Tc1 Ru1,0.0
Yb(HoS2)2,Yb2 Ho4 S8,2.1723
TaV(Cu3Se4)2,Ta1 V1 Cu6 Se8,0.9968000000000004
SmCrSb3,Sm4 Cr4 Sb12,0.0
Ta2Pt3S8,Ta4 Pt6 S16,0.6797000000000004
NaTe,Na24 Te24,0.5325000000000002
Cs2TlSbI6,Cs2 Tl1 Sb1 I6,0.9367000000000001
BaCuCO3F2,Ba4 Cu4 C4 O12 F8,0.4352999999999998
ZrNbAl6,Zr1 Nb1 Al6,0.0
Li3Mn3FeO8,Li6 Mn6 Fe2 O16,0.4658000000000002
KMg30CrO32,K1 Mg30 Cr1 O32,3.4346
ErTmAg2,Er1 Tm1 Ag2,0.0
